local_id	name_heb	name_rom	wikidata_qid	lat	lon	occurrences	n_editions	editions	context	kind
ED::הי׳ או	הי׳ או					1	1	Maim-Rabim	"… א׳. לימים הי׳ שם אחיו הה״ק ר' משה מזיווהעל וצללה""ה והי׳ מעביר הסידרא בס״ת. ובנו הה״צ ר׳ יחיאל מיכל זצללה״ה מ הי׳ אומר לו התרגום ומצאו שם הטעות בפ' דברי' שהי׳ חסר מזרד עד זרד : זיווהעל(מכתב מהנ״ל)"	edition_only
ED::כו	כו					1	1	Maim-Rabim	בזכרון טוב חלק ג׳ הביא מעשה מענין הסגת גבול והעתיק מכתב מרבינו הק׳ המגיד מ. שכ׳ וז״ל וכן תקף גזירתי כו׳ יקוב הדין את ההר ביניכם בדייני מעזריטשישראל כדתוה״ק להעמיד הדת על תילה כי ידוע הוא כל המביא דין ישראל כו' הו…	edition_only
ED::נ״כ	נ״כ					1	1	Maim-Rabim	…הה״ק ר׳ משה מ : זיווהעל(ד) בהצה״ק והטהור א״א רבינו ר׳ . שהי׳ מגיד יחיאל מיכל מזלאטשובבק׳ בראד זלאטשוב וקאלק ומנ״כ ביאמפאלא :	edition_only
ED::ייד	ייד					1	1	Maim-Rabim	א) הילולא שלו. כ״ט מרחשון תרל״ב. ימי חייו נ״ט שנים ומנ״כ בייד זעלעחאוו. ובנו הוא הה״ק ר׳ משה אליקים בריעה שליט״א מזעלחאוו. חתן הה״ק ר׳ יהושע אשר זצללה״ה בן רבינו הקדוש א״א…	edition_only
ED::זווירש	זווירש					1	1	Maim-Rabim	(ו) בהה״ק מו״ה יוסף הנקרא בפי כל (ספראווידליווער) איש אמת : (ז) בהה״ק מו״ה משה מזווירש זצ״ל	edition_only
ED::ק הנ	ק הנ					1	1	Maim-Rabim	"…נ״כ ביאמפאלא : ב) של הה״ק ר״י מראדוויל י״א אייר. נדפס ממנו ס׳ אור יצחק בסידור מחתנו הגה״ק ר׳ ישעי׳ מפראגא. הה״ק הנ״ל הי׳ חתן הה״ק ר' בעהמ״הרי בשמיםמשה האבדק""ק דאלינאס דברי משה עה״ת (מבואר בהסכמתו שם). בנו של הה״ק הנ״ל הה״ק ר…"	edition_only
"ED::בדק""ק"	"בדק""ק"					1	1	Maim-Rabim	"…אייר. נדפס ממנו ס׳ אור יצחק בסידור מחתנו הגה״ק ר׳ ישעי׳ מפראגא. הה״ק הנ״ל הי׳ חתן הה״ק ר' בעהמ״הרי בשמיםמשה האבדק""ק דאלינאס דברי משה עה״ת (מבואר בהסכמתו שם). בנו של הה״ק הנ״ל הה״ק ר׳ דן, חתן של הה״ק א״א ר׳ אברהם יהושע העשיל ז…"	edition_only
ED::ה״ק ר	ה״ק ר					1	1	Maim-Rabim	יום הילולא של בניו הצדיקים : א) של הה״ק ר׳ יוסף כ״ד טבת מנ״כ ביאמפאלא : ב) של הה״ק ר״י מראדוויל י״א אייר. נדפס ממנו ס׳ אור יצחק בסידור מחתנו הגה״ק ר׳ י…	edition_only
ED::נו ש	נו ש					1	1	Maim-Rabim	"… ישעי׳ מפראגא. הה״ק הנ״ל הי׳ חתן הה״ק ר' בעהמ״הרי בשמיםמשה האבדק""ק דאלינאס דברי משה עה״ת (מבואר בהסכמתו שם). בנו של הה״ק הנ״ל הה״ק ר׳ דן, חתן של הה״ק א״א ר׳ אברהם יהושע העשיל זצללה""ה מאפטא. וחותן של הה״ק ר׳ שלום יוסף זצללה״ה…"	edition_only
ED::איטנגא	איטנגא					1	1	Maim-Rabim	"…. וחותנו של ר׳ דודיל אבלעטאווער הנ""ל היה הה״ק ר׳ משה ליב מסאסוב זצ״ל שהי׳ בנו של הה״ק הגאון ר׳ זצ״ל יעקבאבד״ק איטנגא והמדינה. כ״ז ראיתי במגילת יוחסין משפחת רבינו הק׳ א״א מר״י מרוזין זצללה״ה. אשר שלח לי נכדם מחו׳ הה״ק בנש״ק ר׳ …"	edition_only
ED::גרצדזיסק	גרצדזיסק					1	1	Maim-Rabim	… ראיתי במגילת יוחסין משפחת רבינו הק׳ א״א מר״י מרוזין זצללה״ה. אשר שלח לי נכדם מחו׳ הה״ק בנש״ק ר׳ שליט״א מישראלגרצדזיסק. ג) הילולא של בנו הה״ק ר׳ בנימין זאב בזבאריז ג׳ ביסן. כעת נדפס ממנו ס׳ קטן עה״ת הנקוב בשם תפארת צבי זאב. ושם …	edition_only
ED::פרובינציא	פרובינציא					1	1	Maim-Rabim	…ורות צדיקים וגדולי ישראל זצללה״ה עד (ח) הה״ק המפו׳ רבינו יצחק חיות אבד״ק פראג בעה״מ ספר אפי רברבי מגזע וחסידי פרובינציא זצ״ל נין ונכד (ט) לרבינו הקדוש רש״י זצללה״ה זי״ע דור ל״ג להתנא ר׳ יוחנן הסנדלר דור ד׳ לר״ג הזקן בן ר׳ שמעון ה…	edition_only
ED::הנ״ל	הנ״ל					1	1	Maim-Rabim	"…ינו מרגיש יסורין כלל ע״כ] : וכל סדר היחוס מאות ה׳ עד אות יו״ד נדפס כן בס׳ עצי בשמים מהגה״ק ר׳ ישעי׳ זצללה״ה מ הנ״ל. וכן נדפס בס׳ דעת הפראגאתורה לכבוד הגאון המפורסם ר׳ זצוק""ל אבדשלום מרדכי הכהן״ק בערזאן שהוא ג״כ נכד רבינו הגד…"	edition_only
ED::בערזאן	בערזאן					1	1	Maim-Rabim	"…הגה״ק ר׳ ישעי׳ זצללה״ה מ הנ״ל. וכן נדפס בס׳ דעת הפראגאתורה לכבוד הגאון המפורסם ר׳ זצוק""ל אבדשלום מרדכי הכהן״ק בערזאן שהוא ג״כ נכד רבינו הגדול ר״י מ. וכן ראיתי בסדר היחוס לבית רבינו הקדוש רדראביטש״י מסאדיגורא זצללה״ה :"	edition_only
ED::וכן ר	וכן ר					1	1	Maim-Rabim	"… בס׳ דעת הפראגאתורה לכבוד הגאון המפורסם ר׳ זצוק""ל אבדשלום מרדכי הכהן״ק בערזאן שהוא ג״כ נכד רבינו הגדול ר״י מ. וכן ראיתי בסדר היחוס לבית רבינו הקדוש רדראביטש״י מסאדיגורא זצללה״ה :"	edition_only
ED::כ׳ וז	כ׳ וז					1	1	Maim-Rabim	(ח) יום הילולא שלו. הוא י״א תמוז תמ״ב. ובס׳ נוצר חסד (אבות פ״ד מט״ז) להה״ק מ כ׳ וז״ל כדי שתכנס לטרקלין אפילו שומר קאמארנאהפתח אינו עומד בפניו ולכן לא אמר שיכניסו אלא שתכנס אתה בעצמך כמו שנמצא …	edition_only
ED::זצללה״ה	זצללה״ה					1	1	Maim-Rabim	"…ד) היא היתה אשתו השני׳ של הה״ק ר״ר משה וכו׳ כי זוג׳ הראשונה הרבנית הצדקנית מרת לאה היתה בת הגה""ק ר׳ ליב כהן מ זצללה״ה אניפאליאושם מנ״כ בעהמ״ס אור הגנוז עה״ת. וידידי כ׳ הרב ר׳ זלמן מרגליות שליט״א אב״ד דשם כ׳ לי כי יום הילולא שלו…"	edition_only
ED::נדפס מ	נדפס מ					1	1	Maim-Rabim	…אלעזר מילא מקומו בליזענסק. יום הילולא שלו כ״ח תמוז שנת תקס״ו ומנ״כ שם. ב) ואחיו הצעיר הה״ק ר׳ אליעזר ליפמאן מ נדפס ממנו כעת בחמעלניקווארשא בשם ...אור לצדיק ס׳ יקר עה״ת יום הילולא שלו כ״ו אדר. ג) הה״ק ר׳ יעקב זצ״ל האבד״ק מאגלינ…	edition_only
ED::לא נודע	לא נודע					1	1	Maim-Rabim	…״א הנ״ל. שיש לו קבלה מזקינו הה״ק ר׳ הנ״ל שהה״ק ר׳ נפתליאליעזר בן רבינו הק׳ ר״ר אלימלך. הי׳ חתן ר׳ שמואל . אשר לא נודע ממנו מאומה יחוס משפחתו ומהותו : מלמד משינאווע	edition_only
ED::וב ת	וב ת					1	1	Maim-Rabim	…לימלך ואחיו הה״ק רבינו ר״ר זצללה״ה מזושאאניפאליא. הי׳ אחים. ואמנם בהסכמת הה״ק ר״ר זושא על נועם אלימלך (דפוס לבוב תרל״ו) חותם בחתימת אביו במו״ה אברהם. ועל ס׳ס׳ גנזי יוסף עה״ת חותם בחתימת אביו במ״ל. ועל ס׳ יכין ובועז חותם במהר…	edition_only
ED::: גר	: גר					1	1	Maim-Rabim	"…ם על משניות אשת הה״ק ר׳ משה (אות ג׳) מזיווהעל הרבנית הצ׳ מ׳ חי׳ סעריל תנצב""ה : (כד) בת הה״ק ר׳ דוד ז""ק האבד״ק : גראביוויטץ(בה) בהה""ק ר׳ אברהם ז""ק האבד״ק : שאגראד"	edition_only
ED::האניפאלע	האניפאלע					1	1	Maim-Rabim	…םנת תקל״ג י״ט כסלו״. ועי׳ בס׳ מגן אברהם לרבינו הקדוש מטריסק לרמזי פורים שמעתי מאאמו״ר זצוקל״ל שאמר שבעת שהי' בהאניפאלע על קברי הצדיקים הרב המגיד הגדול והה״ק ר׳ זוסיא והה״ק ר׳ זצוקללהליב כהן״ה מה ריח של גן עדן עכ״ל :	edition_only
ED::עיי	עיי					1	1	Maim-Rabim	(כא) יום הילולא שלו. כ״ב תמוז תקנ״ב ומנ״כ בעיר לאדמיר כאשר מבואר בס׳ הקדוש בית אהרן להה״ק ר׳ אהרן מ. עיי״ש בס׳ קארליןמסעי. ובהקדמת ס׳ דברי שלום עה״ת. ואופן הסתלקותו ידוע בעולם הי״ד, וצדיקי דורו אמרו עליו שהיה משיח …	edition_only
ED::סטאצק	סטאצק					1	1	Maim-Rabim	"(כד) כן מבואר במכתב מהה״ק ר׳ מרדכי הנ""ל וכן ב׳ לי מחו׳ ידידי הה״ג החסיד ר׳ ישראל חיים שליט״א האבד״ק סטאצק. וכבוד אחיו הה״ג החסיד שליט״א בני הה״ק ריהושע דוד אשר׳ משה שליט״א מזעלחאוו נכדיו : וכך אמר לי הרב החסיד ר׳ גר…"	edition_only
ED::שארגראד	שארגראד					1	1	Maim-Rabim	(כה) לדידי הה״ג ר״ז העניך הנ״ל האבד״ק שארגראד. כ׳ לי העתק מצבתו וז״ל „פ״נ הארי שבח(בורה) בוצינא דנהורא. שר התורה הרב המאור הג'(דול) החריף מרנ(א) אברהם בן ה…	edition_only
ED::גראביוויטץ	גראביוויטץ					1	1	Maim-Rabim	…האבד״ק לבוב. המצבה של אשתו וגם שמה לא נודע לנו עכ״ל. ושמעתי כי זה הי׳ אצל ברית מילה של בנו הה״ק ר׳ דוד האבד״ק גראביוויטץ הנ״ל (אות כ״ד) :	edition_only
ED::זצו	זצו					1	1	Maim-Rabim	"… פה בשריפה ראשונה ר״ל. וכך שמעתי מאבי הרב ר׳ אלעזר זצללה״ה. עוד בבחרותו כשהי׳ אברך הי׳ אצל הה""ק א״א ר׳ שלום מ זצוקללה״ה. (בן הגאון בעלזמו״ה אלעזר. בהג״מ שמעלקי חתן רבינו התב״ש] בהג״מ משה. בהג״מ אלעזר האבד״ק רוקחאמסטרדם זקלל…"	edition_only
ED::סאבניק	סאבניק					1	1	Maim-Rabim	…ר אלימלך זצ״ל. והפליג בשבחו של הרה״ק ר׳ אהרן ואמר כי הי׳ אדם גדול מאוד עכ״ל. וכ״כ לי הה״צ ר׳ יעקב שליט״א מיצחקסאבניק. בהה״ק ר׳ נפתלי זצללה״ה מליזענסק :	edition_only
ED::ש :	ש :					1	1	Maim-Rabim	… מ״ז) וז״ל והצדיק החסיד מוהר״ר משה אבד״ק בענדין. בן אחיו של הג״מ ר׳ אלעזר אב״ד דאמסטרדם גיסו של רבינו כו׳ עיי״ש : אלימלך מליזענסק	edition_only
ED::דבשוב	דבשוב					1	1	Maim-Rabim	…ניסן תרנ״ט) בת הה״ק ר׳ יצחק שלמה זצללה״ה הנ״ל (באות א). ובעלה הראשון אבי כבוד מהו׳ הנ״ל הוא הרב ר׳ מאיך ז״ל מהדבשוב. (נפטר כ״ה מרחשון תרכ״ח שנת ל״א לימי חייו). השי״ת יאריך ימינו וימי ורצינו בטוב ובנעימים. בתורה ובעבודה מתוך ע…	edition_only
ED::ראווא-	ראווא-					1	1	Peulat-Hatzadikim	"…לב בנים על אבות. הובא לבית הדפוס ע״י הרבני המופלג מו""ה יצחק צינגער נ""י בעהמ״ח ספר זהרי חמה וזכרון צדיקים מעיר ראווא-. רוסקאפאדגורזע בדפוס של הנגיד מוהר״ר שאול חנני' דייטשער לפ""ק. שנת תר""ס"	edition_only
ED::שנ	שנ					1	1	Peulat-Hatzadikim	"…י בעהמ״ח ספר זהרי חמה וזכרון צדיקים מעיר ראווא-. רוסקאפאדגורזע בדפוס של הנגיד מוהר״ר שאול חנני' דייטשער לפ""ק. שנת תר""ס"	edition_only
ED::קעשיגוב	קעשיגוב					1	1	Peulat-Hatzadikim	ואנשי דכוותיקעשיגוב קבלו אותו לר״מ בכבוד ושמחה רבה ויהי׳ לתשובת הימים והה״ק מאפטא בא לקעשינוב כמנהגו מדי שנה בשנה ויתאכסן בבית הה…	edition_only
ED::ואמר ה	ואמר ה					1	1	Peulat-Hatzadikim	"כשנסתלק הה״ק הנ""ל ועלה למרום הספידו תלמידו הקדוש ר ׳שלמו ואמר הנה מקארליןרש""י ז""ל כתב על הפסוק ויתהלך הגוך את האלקים ואיננו כי לקח אותו האלקים צדיק הי׳ וקל בדעתו לשוב ולהרשי…"	edition_only
ED::וק	וק					1	1	Peulat-Hatzadikim	הוא הגאון האמיתי חסיד ועניו נודע ביהודא ובישראל גדול שמו אבד״ק וק״ק פפד״מליסא והוא עמד לימין צדקו של הגאון ר״ד יונתן זצ״ל ובמקום גדולתו שמה שבנה עגונותו ונפלאות מדובר בו מתמימ…	edition_only
ED::מליסא	מליסא					1	1	Peulat-Hatzadikim	הוא הגאון האמיתי חסיד ועניו נודע ביהודא ובישראל גדול שמו אבד״ק וק״ק פפד״מליסא והוא עמד לימין צדקו של הגאון ר״ד יונתן זצ״ל ובמקום גדולתו שמה שבנה עגונותו ונפלאות מדובר בו מתמימותו :	edition_only
ED::ז״ל כ	ז״ל כ					1	1	Peulat-Hatzadikim	סיפר הה״צ ר׳ יחזקאל מ ז״ל כי הה״ק ררקאזמור״א ז״ל בשעה שאמר קדושת כתר בש״ק לקח הזייגעריל והביט עליו ואמר אח״כ שע״ב הביט עליו שהרגיש מתיקות…	edition_only
"ED::ז""ל וס"	"ז""ל וס"					1	1	Peulat-Hatzadikim	"…אז נתודע לעין כל כי רוח אלקים בקרבו הבי קרא שמו בישראל החוזה כי כן הי' וזכה להיות גם בהיכל הקדוש רבי ר׳ בער מ ז""ל וסיפר מה שאירע לו מס״נ שימצא מה מעזריטשלאכול לסעודת מלוה מלכה וממנו יראו וכן יעשו ומעשה שהיה כך הי׳ וכן סיפר מדי…"	edition_only
ED::הי׳ ת	הי׳ ת					1	1	Peulat-Hatzadikim	הק׳ מ הי׳ תמיד מלמד זכות על לובליןקרח והי׳ מתרצו וקראוהו בשם זקני קרח ובכל שנה ושנה בהגיעו לפ׳ קרח אמר תורה עליו ומפרש כו…	edition_only
ED::טארנינדאר	טארנינדאר					1	1	Peulat-Hatzadikim	…רצו וקראוהו בשם זקני קרח ובכל שנה ושנה בהגיעו לפ׳ קרח אמר תורה עליו ומפרש כוונתו לטובה : סיפר הרה״ג ר׳ ליבוש מטארנינדאר אבי הגה״ק מצאנז ז״ל כי פ״א הי׳ הק׳ מלובלין בעידו והרב ר׳ ליבוש הי׳ אז איש אמוד שר אלף ונשיא פנים ולמדן מובחק …	edition_only
ED::מעריטש	מעריטש					1	1	Peulat-Hatzadikim	"פ״א דבר מהאר״י הקדוש ותלמידו הקדוש מהרח""ו נגד הבעש״ט ותלמידו הק׳ המגיד ממעריטש ואמר בין הרב להרב אין אנו יכולים להכריע ואין אנו רוצים להכריע ובין התלמיד לתלמיד אנו יכולים להבריע רק אין אנו…"	edition_only
ED::רייבערין	רייבערין					1	1	Peulat-Hatzadikim	כשבא אדם א׳ לפניו להתנצל שהוא כעסן אמר לו בזה הלשון איהר מיזט נישט רייבערין קין פאקע ציבעך ווארין דאם ריבערין אין מסוגל לחסיד הבעס:	edition_only
ED::ווארין	ווארין					1	1	Peulat-Hatzadikim	כשבא אדם א׳ לפניו להתנצל שהוא כעסן אמר לו בזה הלשון איהר מיזט נישט רייבערין קין פאקע ציבעך ווארין דאם ריבערין אין מסוגל לחסיד הבעס:	edition_only
ED::רענגט	רענגט					1	1	Peulat-Hatzadikim	"והה״ק מהר""נ מראפשיץ זצ״ל אמר אז איין לאנגער ציבעך ברענגט סך"	edition_only
ED::קאלבסוב	קאלבסוב					1	1	Peulat-Hatzadikim	"…רמב״ם ולא נשאר לו בלבו שום ספיקות ״ו השיבו רבו זה גרם לו מחמת שלמד החומש עם פירש״י אצל דודו הה״ק ר׳ יוסף ז""ל מקאלבסוב טרם הי׳ שם הקדוש מאפטא ז״ל :"	edition_only
ED::ראדיוויל	ראדיוויל					1	1	Peulat-Hatzadikim	"שאל הה״ק מלובלין את הקדוש ר׳ יצחק מראדיוויל על דברי רז""ל שהחמידו כ״ב בעון הגאוה. והשיבו שטובה גדולה עשו לנו רז״ל בזה לדרכי עבודה כי קיי״ל מצות צריכות כוו…"	edition_only
ED::ואמר	ואמר					1	1	Peulat-Hatzadikim	"…ל כל העריות כי הוא שקולה בעריות בדברי רז""ל הוא נחשב באלו קיים כל הל״ת של ט״ו עריות והוטבו הדברים בעיני הה״ק מ ואמר שפתח לו בזה שער גדול לעבודת השם: לובלין"	edition_only
ED::ז״ל שש	ז״ל שש					1	1	Peulat-Hatzadikim	בהיותו בהיכל המגיד הק׳ ר״ בער מ ז״ל ששמע מפי המגיד מעזריטשהקדוש שפי׳ דברי הגמ׳ יש קונה עולמו בשעה אחת ויש קונה עולמו בכמה שנים ודקדק הלא אדרבא הי׳ ל…	edition_only
ED::נבריה	נבריה					1	1	Peulat-Hatzadikim	… הוא כי הוא צפה ברוח קדשו. כי נגזר על האברך הלזה כי ימות ח״ו ועדר בחג. לבן צוה עליו כי ישיב מחר לבל ימית בעיר נבריה. אולם אחרי אשר החסידים שתו אליו לחיים לחיים. כזה קרעו גזר דינו ונוסף ימים על ימיו:	edition_only
"ED::ז""ל י"	"ז""ל י"					1	1	Peulat-Hatzadikim	"… וימלא ה׳ לנו אשר הי׳ רצון והשתוקקת הרב עם רוב עבודה ויגיעה על קירוב הגאולה בנודע ומפורסם לבל שהיה להרב הק׳ מ ז""ל יגיעה גדולה בעבודה ותחנונים ומסירת נפש על לובליןהגאולה. אולם בעונותינו הרבים שאין הדור הי' ראוי לכך לא בא בן דו…"	edition_only
ED::מראזלא	מראזלא					1	1	Peulat-Hatzadikim	"הה""ק ר׳ יהודא צבי ז״ל מראזלא"	edition_only
ED::ענהות	ענהות					1	1	Peulat-Hatzadikim	…תתבע ממני בפרט שאבי בעצמי יודע ועד שאינני גיטער יוד ואיך אקח ממך פ״נ אבל הענין הוא כך בי ירמי׳ הנביא קלל אנשי ענהות הבשילם בבני אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא ישר…	edition_only
ED::ענחות	ענחות					1	1	Peulat-Hatzadikim	"…צדקה יזדמן לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא ישראל כל בך אבל הענין הוא כי ירמי׳ ראה שאנשי ענחות לא הי' ראוים להושע באין אופן ע״פ משפט התורה לפי שורת הדין רק לפנים משוה״ד ממדה וחנותי את אשר אחון אעפ""י שאינו…"	edition_only
ED::יזדמ	יזדמ					1	1	Peulat-Hatzadikim	…ואיך אקח ממך פ״נ אבל הענין הוא כך בי ירמי׳ הנביא קלל אנשי ענהות הבשילם בבני אדם שאינם מהוגנים שבאשר יתנו צדקה יזדמן לפניהם אינשי דלא מעלי ולכאורה יפלא איך הי׳ ירמי׳ שונא ישראל כל בך אבל הענין הוא כי ירמי׳ ראה שאנשי ענחות לא …	edition_only
ED::סטריא	סטריא					1	1	Peulat-Hatzadikim	שאל אותו הגאון ר׳ ענזיל מסטריא ז״ל ואמר לו כמדומה לי אשר הנהגת רעבישקייט להיות גיטער יוד הוא תאוה כמו כל התאוות והשיבו הה״ק אמת הדבר אמנם לז…	edition_only
ED::סאדיגערא	סאדיגערא					1	1	Peulat-Hatzadikim	"…נען מיר נאר אז איין יוד קאן דיינען להשי""ת נאר מתוך הרחבה גדולה. כן הי׳ אומר בעיר קאמיניץ בימי החול ובש״ק בעיר סאדיגערא הוסיף והביא המקרא לבן קרא לו יגר סהדותא לשון יגר בחינת יראה וצמצום אבל יעקב קרא לו גלעד הוא לשון גילה :"	edition_only
ED::אהביטש	אהביטש					1	1	Peulat-Hatzadikim	"הה""ק ר׳ ליזר בהגה""ק ר״י חריף ז""ל מאהביטש"	edition_only
ED::ז״ל פ	ז״ל פ					1	1	Peulat-Hatzadikim	פ״א שלח לו עמיתו ורעו הה״ק מ ז״ל פ״ש ובקשהו להודיעהו לובליןאנה הי׳ בשבת פלוני כי חפש אחריו בכל המקומות ולא מצאו עד שביום א׳ ראהו השיבו למה לא חפ…	edition_only
ED::חרפו	חרפו					1	1	Peulat-Hatzadikim	"בימי חרפו הי' בעירו איש אחד שהי׳ מתענה הרבה והי׳ מסדר סדר חצות אולם דמה בנפשו כי הוא אדם השלם ויגבה לבו והרב ז""ל הרגיש …"	edition_only
ED::קאזיניטץ	קאזיניטץ					1	1	Peulat-Hatzadikim	"…ר״נ מראפשיטץ ז״ל בזידיטשוב התפלל א׳ לפני התיבה אשר לא הוטב בעיני הה״ק מראפשיטץ ואמר לו מהר״צ ששמע מהמגיד הק' מקאזיניטץ ז""ל על הענין המובא בגמ׳ בכ״ג אחד שיצא מבהמ״ק וכו׳ לסור אתו שמעי׳ ואבטליון לאפטירו מיני׳ א״ל ייתן בני עממון לש…"	edition_only
"ED::קה""ק"	"קה""ק"					1	1	Peulat-Hatzadikim	"… ופי׳ כי הצדיקים נותנים כח להבעלי תפילות להתפלל ברעותא שלים וכ״ג זה שלא הי׳ כהוגן מנין הי׳ לו כח וזכות ליכנם בקה""ק ולצאת בשלום רק ע""י ששמעי׳ ואבטליון נתנו לו כח ובכח תפלתם וזכותם גבגם ויצא בשלום. וכן אמרו לו ייחן בני עממיא ד…"	edition_only
ED::בוש	בוש					1	1	Peulat-Hatzadikim	…ם וינצלו את כל אשר איננו יהודי אשר דתו שונה מדתיהם הדברים יצאו מפי הבישאף והשמועה פרשה לה כנפים עד מעבר לנהרי בוש. ותהי משטמה גדולה על כל היהודים עד כי לא הי׳ באפשרי לשום בר ישראל ללבת החוצה או לבא בשוק הסגנים זולתי ברחובות…	edition_only
ED::ראווא-רוסקא	ראווא-רוסקא					1	1	Seva-Ratzon	"הובא לבית הדפוס ע״י הרבני המופלג מו""ה יצחק צינגער נ״י בעהמ״ח ספר „זהרי חמה"" ו„זכרון צדיקים"" מעיר ראווא-רוסקא."	edition_only
ED::נייאבראהן	נייאבראהן					1	1	Seva-Ratzon	כמו רבע פרסה סמוך לאושפצין יש מקום ושמו נייאבראהן העומדת על גבול פרייסין וקרה מקרה לקצב א׳ יחודי בעת עסקו במלאכתו נתחב לו הסכין הגדול בדפק ולא יכלו לעצור הדם כ…	edition_only
ED::פלים	פלים					1	1	Seva-Ratzon	…שה רטי׳ חדשה ותניח שנית ויתרפא היד וכשתעשה פעם ג׳ לאיה שום רושם ולא יהי' ניכר כל אם הי׳ לך שום כאב ואח״כ תלך לפלים להראות להרופא כי נרפא היד בשלימות ובודאי ישאלך מי רופאך ותאמר לו הרב מאושפצין רופאני ואם ישאלך אנה למד חכמת ה…	edition_only
ED::והוא ה	והוא ה					1	1	Seva-Ratzon	מהרב המגיד הק׳ רבי ר׳ בער מ והוא הי׳ לו כח זה מהמעזריטשבעש״ט הוא פעל שתלמידיו יוכלו ג״כ לפעול פעולות כמוהו וגם תלמידי תלמידיו עד ביאת המשיח:	edition_only
ED::אלטברויען	אלטברויען					1	1	Seva-Ratzon	והנה מקום יש בפרייסין ושמו אלטברויען והי׳ יומא דשוקא ויבא הקצב הנ״ל גם בתוך הבאים לקנות בהמות וירא כי איזה נגידים יחד עומדים ונגיד א׳ ושמו ר׳ מיכל…	edition_only
ED::שאנוב	שאנוב					1	1	Seva-Ratzon	…ההוא ויתלוצצו כולם. ובגלייוויץ שם נוצקי קדרות ברזל וקראקא היתה אז עיר חפשית שיכלו להוביל כל הסחורות שמה וכן להשאנוב והי׳ יושב שמה משולח נאמן מכל הסוחרים אשר שלח לכל א׳ כרצונו והם שולחים לידו העברי ברזל ושמו ר׳ דוד ליב והוא הי…	edition_only
ED::מעהררו	מעהררו					1	1	Seva-Ratzon	פעם אחת דרש בשבת תשובה בביהכנ״ס והי׳ שם איש א' ממעהררו ובא אל הדרשה ואצל האשכנזים המנהג לפלפל עם הרב באמצע הדרשה ובמדינת פולין נתבטל המנהג הזה כי הוא מצד יצה״ר כי א…	edition_only
"ED::בהמ""ח"	"בהמ""ח"					1	1	Seva-Ratzon	"…יוסים הלא כתבתי ככתובתך אנא איזון ואפרנס ואנה אקח לפרנס אותך והשיבה מי שמפרנם כל העולם יפרנס אותנו ג״כ רק שב בבהמ""ח ולמד תורה ולא שמע אלי' באומרו אין חכמה לאשה ותלך היא להצורף ותבקש ממנו שלא ילמוד אותו המלאכה ההוא ואם לא ישמע…"	edition_only
ED::ספ ו	ספ ו					1	1	Seva-Ratzon	"…רבי ר׳ שמעלקא נתמנה לניקלשפורג לרב אז אמרה אליו זוגתו שיסע לנ״ש ללמוד תורה וישמע אלי ויסע לנ""ש ויקבלהו הרה״ק בספ ואמר לו כי בא אליו במועדו כי הרבנית ״יממעחרין אמרו עליו שאיננו גדול בתורה בנגלה רק בנסתר יש לו רוח״ה וטעותם הי׳…"	edition_only
ED::גיבערנער	גיבערנער					1	1	Seva-Ratzon	אחר זה שבר ר׳ אייזק מהגיבערנער בלבוב כל הברזל אשר עושים בסיפשין בארץ הגר כי שם עשה הקיסר הוטין לצקת הברזל ור״א שבר כל הברזל שלא ימכרו הברזל …	edition_only
ED::סיפשין	סיפשין					1	1	Seva-Ratzon	אחר זה שבר ר׳ אייזק מהגיבערנער בלבוב כל הברזל אשר עושים בסיפשין בארץ הגר כי שם עשה הקיסר הוטין לצקת הברזל ור״א שבר כל הברזל שלא ימכרו הברזל לשום אדם רק לו והערלים מקנאים אות…	edition_only
ED::הגבערני	הגבערני					1	1	Seva-Ratzon	…יקשה ג״כ ממנו שימחול לה ואחר עבור איזה שעות בא אליו הערל הנ״ל ונשקו והבטיח לו כי יקיים שבועתו ולקח כל הכתבים מהגבערני ושרף אותם לעיניו :	edition_only
ED::שינאווע	שינאווע					1	1	Seva-Ratzon	…חמת הבנעה גדולה שבו ויודע בנפשו שלא יכול להשיג את רבו ויען כי ראיתי שיש בו גבהות הלב קצת שהיא שימש יותר מהרב משינאווע לכן אמרתי לו זאת ואמרתי לו דע אחי כי מבואר בש״ס ומדרשים כי א״א הפיל עצמו לכבשן האש ובהדיא לא כתיב רק ברמן אשר…	edition_only
ED::קשאגובר	קשאגובר					1	1	Seva-Ratzon	"…האיש להרב אפשר סובר מורי כי לא קברתו עדיין עמ״ש כבר התפללתי עד וידבר והשיב לו הרב עוד הפעם כנ""ל ויכול להיות שהקשאגובר רב ידע ערכו כי הוא סמוך אולם הרב מווישניצא מאין יודע ומכירו אין זה כי אם ברוה""ק והרב ר' בעריש הקיף כל הע""ד וצ…"	edition_only
