local_id	kind	name_heb	name_rom	wikidata_qid	occurrences	n_editions	match_status	grade	confidence	sound_match	flags	kima_id	kima_name_rom	kima_name_heb	distance_km	candidates	kima_url	context_sample	decision	chosen_kima_id	reviewer_notes
ED::ק׳ טאלטשין	edition_only	ק׳ טאלטשין			4	1	no_match	C_review	0.0									"פ""א נסע לק׳ טאלטשין דרך בראהליב. והי׳ עמו רפואות מן גארדיא דאקטיר בשביל בתו מ׳ רייזיל. והניח המשרת את הרפואות על החלון באכסניא של… ⟦SEP⟧ פ״א בא אליו הרב ר׳ אהרן מק' מעזיביו לק׳ טאלטשין . והרב ר׳ אהרן הי' עוד אצל הבעש""ט וכשהי׳ הרב הק׳ ר""ב ילד קטן הי׳ נושא אותו הרב ר' אהרן על ידיו אצל הבעש״ט. ומ… ⟦SEP"			
ED::מקאזניץ	edition_only	מקאזניץ			4	4	no_match	C_review	0.0									"הרב הצה״ק ר׳ ישראל בעש״ט זצ״ל. הרב הצה״ק החיד״א זצ״ל. הרב הצה״ק ר׳ דוב בעד המגיד זצ״ל. הרהה״ק המגיד מקאזניץ זצ״ל הרהצה""ק המהר""ל מפראג זצ״ל הרהצה״ק ר׳ דוד מלעליוו זצ״ל. הרב הצדיק הקדוש ר׳ מאטילי מטשערנאביל זצ״ל. הרב הג… ⟦SEP⟧ … בא איש אחד מעיר אחרת להביהמ""ד בעיר פרשעדבורז. וראה אותי. והכיר אותי כי רא"			
ED::ז	edition_only	ז			4	3	no_match	C_review	0.0									"כו) הרה״ק ר׳ מרדכי מנישכיז כז) הרה״ק ר׳ משה ליב מסאסיב כח) הרה״ק ר׳ משה מלעלוב בט) הרה״ק ר׳ נחמן קאסוויער ל) הרה״ק ר׳ נחום מטשערנאביל לא… ⟦SEP⟧ מעשה מהה""ק הרבי ז״ל מלובלין ⟦SEP⟧ גיסו הה""ק המפורסם ר׳ יוסלי מ ז""ל, אשר רבים דאמבראוועמישראל נהרו אליו שמה במדינת גאליציאן, גיסם הה""צ ר׳ יצחק שלמה ז""ל, נכד "			
ED::ל	edition_only	ל			4	3	no_match	C_review	0.0									"מעשה נפלאה מרבינו הקדוש רבי ר׳ אלימלך מליזענסק הנ״ל נבג״מ ⟦SEP⟧ וביnים ההם היה איש עני אחד אשר היה דרכו לנסוע אצל הרב הקדוש הרבי מלובלין זצוק""ל. ואצל הרה״ק מוהרי״ל הנ""ל מזאקלקוב זצוק""ל. וכל ימיו היה עני ואביון מדוכא… ⟦SEP⟧ בעיר לובער פלך זיטאמיר היה שם עשיר אחד והיה לו אוהב וידיך נאמן בעיר אוסטרעפאל"			
ED::ריטשוואהל	edition_only	ריטשוואהל			4	1	no_match	C_review	0.0									…על המראה אשר ראו עיניו ואשר שמעה אזניו אשר לא פלל לראות. וישאל המגיד הגדול את הגאון ר' עוזיאל מאין אתם ויאמר מריטשוואהל אנכי וישאלהו הרב המגיד הידעתם את הרב דשם ר׳ לוי ויאמר ידעתי אותו. וישאל ההמה״ג לר' עוזיאל מה תאמרו לחריפותו ו…			
ED::העיר	edition_only	העיר			4	4	no_match	C_review	0.0									אירע בימיו מחוז אחת היתה ובה עיר קטנה ואנשים בהעיר הי' מעט והי׳ בה איש מסכן ועני מדוכה ונפשו חסר מכל טוב. והי׳ בהקשותו בעניו וילך שובב הלך ילך ובכה מהר לגבעה עד… ⟦SEP⟧ …ו אותו להקאמיר ונתנו לו לחם וי״ש ובשר וכל טוב וסגרו אותו היטב וכמו בשני שעות בא איש אחד מק״ק קיטוב ובכה ושאל בהעיר אם ראיתי עני כזה			
ED::א	edition_only	א			4	2	no_match	C_review	0.0									"מעשה מהרבי ר' ברוך ז""ל בעת שהי׳ הרב הגאון הצדיק ר' לוי יצחק ז""ל בבארדיטשיב הי' מנהגו לילך בכל פעם לבהכ״נ לדרוש ובזמן ההוא בא איש אחד מדיליטא גאון העו… ⟦SEP⟧ באתי עה״ח היום יום א׳ שמאתמול ביום ש״ק ברכנו את החודש סיון שנתחדש המלוכה שלו הן ע""ע והן על נפשות ביתו שלא יזוז מ… ⟦SEP⟧ (לג) ב״ר נתן : רבינו אל"			
ED::מצרימה	edition_only	מצרימה			4	2	no_match	C_review	0.0									… הארץ ודקדק בתרגום אונקלוס והרגם ע״ז וכנוני ימא יסגון בנו בני אנשא על ארעא. ונראה כי בפ׳ מקץ בפ׳ וכל הארץ באו מצרימה מתרגום וכל דיירי ארעא ועל ועש הארץ ובנשו דיירי ארעא, וכלה הרעה את הארץ מתרגום ית עמא דארעא והרבה כזה, ולכן תר… ⟦SEP⟧ …הי׳ בבחי׳ ישראל רק במדרגה נמוכה בחי׳ יעקב ויאמר הנני הנני מקבל ע			
ED::וארשא	edition_only	וארשא			4	4	name_exact	A_autolink	0.95	True		953	Warsaw (Poland)	ורשה (פולין)		953	https://data.geo-kima.org/Places/Details/953	"…ום ושב חזרה לביתו הראשונה ונעשה צדיק גמור עד יום מותו, אשרי אנוש השב להשי״ת בכל לבבו, (זה הוא העתק מפנקס קהל ווארשא:) ⟦SEP⟧ ווארשא שנת ברוך אתה בבאך לפ""ק בדפוס א. שריפטניססער באניפראטערסקע No 4 ⟦SEP⟧ …׳ שליט״א האבד״ק נתן נטע הכהןקאלביעל. נדפס בהוצאות הרבני הנגיד המפורסם ר׳ אברהם יוסף נ״י מו״ס מקליי"			
ED::סעראצק	edition_only	סעראצק			4	2	fuzzy	C_review	1.0							15085		"…צמו לזקיני הגה""ק הרר״ש שהי' אז אבד״ק רוטשעוואהל אשר הי' הראשון להמשיך רבים אליו בפולין קטן עכ״ל. וש""ב הגאבד״ק סעראצק כ׳ וז״ל הג״מ קאפיל מיוזעפאן חתן הרה״ק ר׳ יוסילי יארטשובר מטאמשוב סיפר לי כי הגה״ק ר׳ לוי יצחק בעל קדושת לוי ב… ⟦SEP⟧ כתב בתולדות מהר""ם לובלין מהרב מסעראצק שנדפס בהגורן ת״א אשר זקיני "			
ED::ראטשעוואהל	edition_only	ראטשעוואהל			4	1	no_match	C_review	0.0									…טא והי׳ שם פו״מ. לו היה בן. ר׳ יוזפא שמו. הוא היה עילוי מופלג ויקחהו לחתן גביר אחד. ר׳ הירש שמו שדר סמוך לעיר ראטשעוואהל ומחזיק שם ריחים ויתן לי נדוני׳ שלש מאות אדומים אשר בעת ההוא היה סכום נכבד. ר׳ יוזפא. אחר חתונתו יצק מים על יד… ⟦SEP⟧ …י הרר״ש בעירו נאלץ לעזוב את רוטשעוואהל אם גם היתה שם רבנות ג			
