name,source_edition,occurrences,editions,place_ref,context,_match_status,_match_method,_confidence,_person_id,_person_name_he,_person_name_en,_candidates
עזריאל,Khal-Hasidim2024-9-25,107,"Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,Sipurei-Zadikim2025-06-22,Sipurei-Zadikim2025-06-22_corrected",,"ואחר כך לעת זקנתו קבל את הרב הגדול ר׳ עזריאל לו לגבאי ולר׳
                        עזריאל הזה הרכינו ראשם כל הצדיקי׳ גדולים שיברך אותם
                    והוא היה תלמיד חבר להרב הגאון ר' ישראל
      ",no_match,no_match,0.0,,,,
שלמה,Buzina_Denehora20251129,102,"Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Hitgalut-HaZadikim2025-12-01_gemini,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,Mifalot-HaZadikim2025-06-22_corrected,PeerMikdoshim2024-10-13_corrected,Shemen-Hatov2025-12-01_gemini,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected,Shlosha-edrei-zon2025-11-28,Shlosha-edrei-zon2025-11-28_corrected,Sipurei-Zadikim2025-06-22,Sipurei-Zadikim2025-06-22_corrected,Smichat-Moshe_2025-08-26,maase-zadikim2025-06-22,maase-zadikim2025-06-22_corrected",,"אמר המביא להבי״ד הן זה רבות בשנים עברו. מאז בא לידי
					מתנה טובה מרגניתא טבא אור הגנוז אשר עדיין לא הי'
					נעולמיםלעולמים. המה כתבי קודש. לקוטים יקרים מפנינים שיצאו מפי
					קודש הקדשים. נשיא אלקי",name_exact,name_exact,0.95,Biblical_Solomon,שלמה המלך,King Solomon,Biblical_Solomon(0.95)
"הר""ח",Adat-Zadikim2024-09-25b,96,"Adat-Zadikim2024-09-25b,Adat-Zadikim2024-09-25b_corrected,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected",,"עתה נספר את אשר העיד אליהו הנביא ז""ל על רבינו
                        משה ומזה המעשה אשר נספר נקח מוסר לדעת איך צריך האדם
                    להחזיק עצמו בשפלות והמעש׳ שהיתה כך היתה רבינו הנ""ל הי' לו ",no_match,no_match,0.0,,,,
אלימלך,Hitgalut-HaZadikim2025-12-01_gemini,91,"Hitgalut-HaZadikim2025-12-01_gemini,Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,PeerMikdoshim2024-10-13_corrected,Shemen-Hatov2025-12-01_gemini,Shlosha-edrei-zon2025-11-28,Shlosha-edrei-zon2025-11-28_corrected,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected,tmimei_derech_2026-01-10,tmimei_derech_2026-01-10_corrected",,"בימים ההם היתה עיר לובלין מלאה סופרים וחכמים גדולים בתורה וביראת
					השם. אולם כולם היו מתנגדים ולא דרכו בדרכי החסידות וכמו זר
					נחשב אצלם ההולך בדרך הזה ולא הבינו כי החסיד ג״כ עובד את השי״ת בכל ל",name_exact,name_exact,0.95,Tsadik_019.001,אלימלך,Elimelekh Weisblum,Tsadik_019.001(0.95)
הרר״ש,Khal-Hasidim2024-9-25,89,"Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Shemen-Hatov2025-12-01_gemini,Sipurei-Zadikim2025-06-22,Sipurei-Zadikim2025-06-22_corrected",,"עכ""ז מורשי לבבי הציקוני לחרות בעט ברזל סיפור קטן הכמות ורב האיכות אשר לבב כל קורא
                    משכיל יתלהב מזה כי פוק חזי מאן הוא גברא רבא דקא מסהיד עלה. הנה בעת גדולת האי
                     ",no_match,no_match,0.0,,,,
מיכל,Adat-Zadikim2024-09-25b,82,"Adat-Zadikim2024-09-25b,Adat-Zadikim2024-09-25b_corrected,Hitgalut-HaZadikim2025-12-01_gemini,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Kokhvei-Or2025-11-29_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,Mifalot-HaZadikim2025-06-22,Mifalot-HaZadikim2025-06-22_corrected,Sefer-Moraim-Gdolim2025-11-28,Shemen-Hatov2025-12-01_gemini,Shlosha-edrei-zon2025-11-28,Shlosha-edrei-zon2025-11-28_corrected,Sipurei-Zadikim2025-06-22,Sipurei-Zadikim2025-06-22_corrected,tmimei_derech_2026-01-10,tmimei_derech_2026-01-10_corrected",,"ומעשה כזו היתה ג״כ בדור שלפנינו אצל הצדיק הגדול ר' מיכל
                            מזלאטשוב אשר הוכיח איש א׳ עבור מדת
                    הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד׳ ית""ש ואמר לו הר",no_match,no_match,0.0,,,,
הבע״ש,Khal-Hasidim2024-9-25_corrected,81,"Khal-Hasidim2024-9-25_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,Shemen-Hatov2025-12-01_gemini,Sipurei-Kdoshim-2025-11-28,Sipurei-Kdoshim-2025-11-28_corrected",,"וגם שמעתי ממנו ואח״כ שמעתי מהרב דקהלתינו שפ״א בא חנוני בעיר שדה לבן מברעסלי עם בריקע
                    גדולה עם סחורה גיוואנט ובא בלילה ולא רצה לפתוח החנות
                        החנית בלילה וצוה ל",name_exact,name_exact,0.95,Tsadik_001.001,ישראל בעל שם טוב,Israel Besht,Tsadik_001.001(0.95)|Tsadik_001.001(0.95)
שמואל,Adat-Zadikim2024-09-25b,79,"Adat-Zadikim2024-09-25b,Adat-Zadikim2024-09-25b_corrected,Buzina_Denehora20251129,Hitgalut-HaZadikim2025-12-01_gemini,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,MaasyiotMzadikeiYesodeiOlam_20251128,MaasyiotMzadikeiYesodeiOlam_20251128_corrected,PeerMikdoshim2024-10-13_corrected,Shemen-Hatov2025-12-01_gemini,Shivei-Habesht2024-12-15_corrected,Sipurim-Nehmadim20251129,Sipurim-Nehmadim20251129_corrected,SipurimUmaamarimYekarim_Hebrewbooks_org_3804_gemini,Smichat-Moshe_2025-08-26,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected",,"המעשה המבואר בשבחי בעש״ט מהבעש״ט אשר היה אצל הדירזאווצעס
                    דק' סלוצק הרכיב שם חמר גמל ולא סיפרה
                    לאמיתה והוא לא אשם בזה כי עבור המרחק רב אשר מהעיר הנ""ל להכותב שבחי",name_exact,name_exact,0.95,tempH-100,שמואל,,tempH-100(0.95)|Tsadik_017.003(0.95)
שמעלקא,Khal-Hasidim2024-9-25,78,"Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Khal-Kdoshim2025-06-22,Khal-Kdoshim2025-06-22_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,PeerMikdoshim2024-10-13_corrected,Shemen-Hatov2025-12-01_gemini,Shivei-Habesht2024-12-15_corrected,Smichat-Moshe_2025-08-26,maase-zadikim2025-06-22,maase-zadikim2025-06-22_corrected",,"מהאחים הגאונים הגדולים הצדיקים הקדושים מ'
                        שמעלקא ומ' פנחס הורוויץ ז״ל בעמ""ח ס' המקנה והפלאה:",name_exact,name_exact,0.95,Tsadik_017.003,"מוהר""ש",Shmuel Shmelke Horowitz,Tsadik_017.003(0.95)
מאיריל,Maasiot-veSihot-Zadikim2026-01-10,77,"Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected",,"פעם אחת נתוועדו למקום אחד הרבי ר' מאיריל ז""ל עם הגאין
					הצדיק ר׳ שלמה קלונער המגיד מבראד ז""ל אמר הרבי ר׳ מאיריל",no_match,no_match,0.0,,,,
"מהר""צ",Buzina_Denehora20251129_corrected,71,"Buzina_Denehora20251129_corrected,Khal-Hasidim2024-9-25,Shemen-Hatov2025-12-01_gemini,maase-zadikim2025-06-22,maase-zadikim2025-06-22_corrected",,"זלה""ה. כי פעם אחת היה במעזיביו. והתחבא שם באדרו. עם
					חסיד אחד. לשמוע שיר השירים מפה קדוש הרב ר״ר ברוך. ויהי
					כאשר התחיל בשיר בהתלהבות והשתוקקות אמר החסיד להרב
					הק' מהר""צ ז""ל. כי נבוכו רעיו",name_exact,name_exact,0.95,Tsadik_058.002,הצדיק מזידיטשוב,Tsvi Hirsh Eichenstein,Tsadik_058.002(0.95)|Tsadik_058.002(0.95)
נפתלי,Kokhvei-Or2025-11-29,68,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected,Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected,Mifalot-HaZadikim2025-06-22,Mifalot-HaZadikim2025-06-22_corrected,Shemen-Hatov2025-12-01_gemini,Shlosha-edrei-zon2025-11-28,Shlosha-edrei-zon2025-11-28_corrected,tmimei_derech_2026-01-10,tmimei_derech_2026-01-10_corrected",,"אח״כ סיבב הש""י בנפלאותיו העצומים שיצא אדומו״ר
					זצ""ל לברסלב שהיא קרובה לנעמרוב עיר מושבו
					של מורנ""ת ז""ל בערך י""ח מיל (שקורין ווערסט) ומיד כששמע
					זאת מורנ""ת ז""ל רצה ליסע אליו במהירות האפשרי ",no_match,no_match,0.0,,,,
חיים,Adat-Zadikim2024-09-25b,67,"Adat-Zadikim2024-09-25b,Adat-Zadikim2024-09-25b_corrected,Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,Shemen-Hatov2025-12-01_gemini,Shivei-Habesht2024-12-15_corrected,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected,Sipurim-Nehmadim20251129,Sipurim-Nehmadim20251129_corrected,Smichat-Moshe_2025-08-26,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected,tmimei_derech_2026-01-10,tmimei_derech_2026-01-10_corrected",,"עתה נספר את אשר העיד אליהו הנביא ז""ל על רבינו
                        משה ומזה המעשה אשר נספר נקח מוסר לדעת איך צריך האדם
                    להחזיק עצמו בשפלות והמעש׳ שהיתה כך היתה רבינו הנ""ל הי' לו ",no_match,no_match,0.0,,,,
"הרר""י",Adat-Zadikim2024-09-25b,66,"Adat-Zadikim2024-09-25b,Adat-Zadikim2024-09-25b_corrected,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected,Sipurei-Zadikim2025-06-22,Sipurei-Zadikim2025-06-22_corrected",,"הבעש״ט ז""ל קודם פטירתו קרא לכל
                    התלמידים שלהם ויצוה להם איך יתנהגו וממה יהי' פרנסת כל אחד. ולקצת מהם גילה איך
                    שיתנהג הזמן אתם. והי' אצלו תלמיד אחד אשר היה משרתו ",phonetic,phonetic+trigram,0.667,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.67)
אהרן,Buzina_Denehora20251129,65,"Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,Shemen-Hatov2025-12-01_gemini,Sipurei-Kdoshim-2025-11-28,Sipurei-Kdoshim-2025-11-28_corrected,Sipurei-Zadikim2025-06-22_corrected",,"עט״ר הה""ק מו""ה ישראל שליט״א יקח אי""ה ספר
					אחד מהמופלא ה״ר נחמן המוכ״ז כשיצא לאור ממכבש
					הדפוס במחיר אשר ישית עליו באתי על החתום בפקודת קדשו :
					אהרן דאהל",name_exact,name_exact,0.95,Tsadik_016.001,אהרן,Aharon Perlov,Tsadik_016.001(0.95)
״,Buzina_Denehora20251129,64,"Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Maasiot-Pliot2026-01-10,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,Sefer-Moraim-Gdolim2025-11-28,Shlosha-edrei-zon2025-11-28,Sipurim-Nehmadim20251129,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected",,"פ""א בא מחותנו הרב הק'. ר׳ שלמה קארלינר ולק' טאלטשין
					והלך הרב ר שלמה מן האכסניא שלו אלי הרב הק׳ ר׳ ברוך.
					והלכו עמו עולם גדול מאנשי טאלטשין. וכשפתח הרב הק ר׳ שלמה.
					את הפתח נרתת לאחוריו. ו",no_match,empty_input,0.0,,,,
רש״י,Buzina_Denehora20251129,56,"Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Hitgalut-HaZadikim2025-12-01_gemini,Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,Mifalot-HaZadikim2025-06-22_corrected,Shlosha-edrei-zon2025-11-28_corrected,SipurimUmaamarimYekarim_Hebrewbooks_org_3804_gemini,Smichat-Moshe_2025-08-26",,"ע״ד צחות
					אולי לא תלך האשה אחרי פרש״י אלי כתיב. בת הי' לו
					לאליעזר. והי׳ מחזר וכו'. אמר לי׳ אברהם אתה ארור
					והוא ברוך ואין ארור. מדבק בברוך ולכאורה קשה. איפכא
					הוה לי׳ למימר. ואין ברוך",no_match,no_match,0.0,,,,
"מורנ""ת",Kokhvei-Or2025-11-29,55,"Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected",,"הנה שמתי אל לבבי להעלות על הכתב קצת
			סיפורים מאנשי רבינו הקדוש והנורא ר׳
			נהמן זצוק""ל ובראשיתם קדמתי את הסיפור ממורנ""ת
			כי עליו סמך את ידיו והאיר בו כמאור הגדול במאור
			הקטן לממשלת והכנעת לוחמי",no_match,no_match,0.0,,,,
״ק,Buzina_Denehora20251129,51,"Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,Shlosha-edrei-zon2025-11-28,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected",,"פ""א בל""ג בעומר שאל לצדיק וגאון אחד שהי' אז במסובה. אם
					יכול הוא לומר מאמר הזוהר ואמר לו הן וצוה לו לומר מאמר
					הזוהר. ואחר שסיים המאמר אמר לו הרב ר״ב אם אתם יכולים
					ללמוד בנגלה כמו בס׳ הזוה",no_match,no_match,0.0,,,,
״ט,Buzina_Denehora20251129,51,"Buzina_Denehora20251129,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,MaasyiotMzadikeiYesodeiOlam_20251128,Sefer-Moraim-Gdolim2025-11-28,Shlosha-edrei-zon2025-11-28,Sipurim-Nehmadim20251129",,"פעם אחת בא הרב הק' ר' ברוך זצלה""ה. קודם חג השבועות.
					לק' מעזעביז ולא הי' אצל אחיו הרב הק' מסדילקוב ברק
					בבוא העירה, נסע על קבר הבעש״ט ומשם החזיר א""ע לביתו לק'.
					טאלטשין ותיכף אחר חג השבועו",no_match,no_match,0.0,,,,
אביגדור,Buzina_Denehora20251129,51,"Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Shemen-Hatov2025-12-01_gemini,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected",,"סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים
					טשערניוויצער מן וואליחיי מק' באטישאהן לק׳ מעזיביז.
					על קבר הבעש״ט. וכשבא לק׳ מעזיבוז. לא הי׳ הרב ר״ר ברוך
					בביתו. שיום אז קודם ביאת הרב ר׳ חי",no_match,no_match,0.0,,,,
צבי,Adat-Zadikim2024-09-25b,49,"Adat-Zadikim2024-09-25b,Adat-Zadikim2024-09-25b_corrected,Buzina_Denehora20251129,Buzina_Denehora20251129_corrected,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,Shemen-Hatov2025-12-01_gemini,Shivei-Habesht2024-12-15_corrected,SipureiAnsheiShem2025-12-01_gemini,Smichat-Moshe_2025-08-26,maase-zadikim2025-06-22_corrected",,"מעשה מנסיעת הבעש״ט לקאנסטאנטינאפל אשר רצה לנסוע
                        לא""י וזו המעשה הי' מספר הגאון הק׳ האלקי ר׳
                        ישראל דוב מווילעדניק זצ""ל ביום
                    שביעי של פ",phonetic,phonetic+trigram,0.5,Tsadik_012.109,הסופר,Tsvi Sofer,Tsadik_012.109(0.50)
ר״מ,Khal-Hasidim2024-9-25,48,"Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Mifalot-HaZadikim2025-06-22,Mifalot-HaZadikim2025-06-22_corrected,Shemen-Hatov2025-12-01_gemini,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected,Sipurei-Zadikim2025-06-22,Sipurei-Zadikim2025-06-22_corrected,shivheiZadikim2026-01-10_corrected",,"הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ הי׳ לומד אצל הרב הק׳ המגיד
                    הגדול ממעזריטש ז""ל מנערות",no_match,no_match,0.0,,,,
יהושע,Buzina_Denehora20251129,47,"Buzina_Denehora20251129,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Mifalot-HaZadikim2025-06-22,Mifalot-HaZadikim2025-06-22_corrected,Shemen-Hatov2025-12-01_gemini,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected,Smichat-Moshe_2025-08-26",,"פ׳ בשלח
					כתוב זאת זכרון בס׳ ושים באזני יהושע. כי מחה אמתה את
					זכר עמלק. כי הקב״ה הראה למשה כל הדורות עד סוף
					כל הדורות. והראה לו שיעמוד המן מזרע עמלק. וירצה להשמיד
					ולהרוג את כל היהודי",no_match,no_match,0.0,,,,
אליעזר,Buzina_Denehora20251129,47,"Buzina_Denehora20251129,Khal-Hasidim2024-9-25,Khal-Hasidim2024-9-25_corrected,Maasiot-Pliot2026-01-10,Maasiot-Pliot2026-01-10_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,Shemen-Hatov2025-12-01_gemini,Shivei-Habesht2024-12-15_corrected,Shlosha-edrei-zon2025-11-28,Shlosha-edrei-zon2025-11-28_corrected,Smichat-Moshe_2025-08-26",,"ע״ד צחות
					אולי לא תלך האשה אחרי פרש״י אלי כתיב. בת הי' לו
					לאליעזר. והי׳ מחזר וכו'. אמר לי׳ אברהם אתה ארור
					והוא ברוך ואין ארור. מדבק בברוך ולכאורה קשה. איפכא
					הוה לי׳ למימר. ואין ברוך",no_match,no_match,0.0,,,,
בונם,Hitgalut-HaZadikim2025-12-01_gemini,47,"Hitgalut-HaZadikim2025-12-01_gemini,Shemen-Hatov2025-12-01_gemini,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected",,"סיפר הרב הגדול החסיד המפורסם בנש""ק מוהר״ר אברהם שליט״א האבד״ק
					סטאשוב ופאריסאוו נכד של הרבינו היהודי הקדוש זצוקללה""ה ששמע מפ""ק
					הרב הגאון הקדוש ציס״ע הרבי ר׳ העניך זצוק״ל מאלקסאנדר שפעם אחת יש",no_match,no_match,0.0,,,,
"ר""ג",Khal-Hasidim2024-9-25,47,"Khal-Hasidim2024-9-25,Shivhei-Harav2024-10-29,Shivhei-Harav2024-10-29_corrected",,"שמעתי מפי הרב המאה""ג החסיד דקהלתינו מו׳ גדליה פ""א ביקש
                        הבעש""ט את הרב דק""ק קיטוב ושאל מאתו ספר הזוהר ובהליכתו לביתו פגע בו גיסו ר' גרשון ושאל אותו מה לך תחת חיקך ולא רצה לאמר לו",name_exact,name_exact,0.95,Tsadik_012.007,גרשון,Avraham Gershon Ashkenazi,Tsadik_012.007(0.95)|Tsadik_012.007(0.95)
"גר""א",shivheiZadikim2026-01-10,46,"shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected",,"פעם אחת חלם לאיש אחד שאביו הנפטר מכמה שנים. בא לו: ותפסו בחזקה
					ומסית אותו ומדיחו שימיר ח""ו. ובאם לא ישמע לו יעשה בו דין. וכשהקיץ
					משנתו נבהל מאד על חלומו זה. ותלה הדבר במקרה בלתי טהור. ונתחזק",no_match,no_match,0.0,,,,
לוי יצחק,Hitgalut-HaZadikim2025-12-01_gemini,45,"Hitgalut-HaZadikim2025-12-01_gemini,Khal-Hasidim2024-9-25,Kokhvei-Or2025-11-29,Kokhvei-Or2025-11-29_corrected,Maasiot-veSihot-Zadikim2026-01-10,Maasiot-veSihot-Zadikim2026-01-10_corrected,MaasiyotUmaamarimYekarim_with_annotations (1),MaasiyotUmaamarimYekarim_with_annotations (1)_corrected,Shemen-Hatov2025-12-01_gemini,Shlosha-edrei-zon2025-11-28,Shlosha-edrei-zon2025-11-28_corrected,shivheiZadikim2026-01-10,shivheiZadikim2026-01-10_corrected",,"מעשה נפלאה מרבינו הגאון הקדוש ר׳ לוי יצחק זצוק""ל
					מבארדיטשוב.",name_exact,name_exact,0.95,Tsadik_023.001,הרב הקדוש מפינסק,Levi Yitzhak Drabrimdiker,Tsadik_023.001(0.95)
